date,lotto,type
2018-07-16,587340,"prize_5th"
2018-07-16,689879,"prize_5th"
2018-07-16,850126,"prize_5th"
2018-07-16,887493,"prize_5th"
2018-07-16,980934,"prize_5th"
2018-07-16,073919,"prize_5th"
2018-07-16,191443,"prize_5th"
2018-07-16,321838,"prize_5th"
2018-07-16,442433,"prize_5th"
2018-07-16,516302,"prize_5th"
2018-07-16,589138,"prize_5th"
2018-07-16,719154,"prize_5th"
2018-07-16,850529,"prize_5th"
2018-07-16,901272,"prize_5th"
2018-07-16,995178,"prize_5th"
2018-07-16,083088,"prize_5th"
2018-07-16,198400,"prize_5th"
2018-07-16,330208,"prize_5th"
2018-07-16,443426,"prize_5th"
2018-07-16,523012,"prize_5th"
2018-07-16,611810,"prize_5th"
2018-07-16,724754,"prize_5th"
2018-07-16,850776,"prize_5th"
2018-07-16,914255,"prize_5th"
2018-07-16,996011,"prize_5th"
2018-07-16,107748,"prize_5th"
2018-07-16,206577,"prize_5th"
2018-07-16,334865,"prize_5th"
2018-07-16,471196,"prize_5th"
2018-07-16,523497,"prize_5th"
2018-07-16,624909,"prize_5th"
2018-07-16,727234,"prize_5th"
2018-07-16,857942,"prize_5th"
2018-07-16,929994,"prize_5th"
2018-07-16,998513,"prize_5th"
2018-07-16,111684,"prize_5th"
2018-07-16,208456,"prize_5th"
2018-07-16,351304,"prize_5th"
2018-07-16,492271,"prize_5th"
2018-07-16,546462,"prize_5th"
2018-07-16,625242,"prize_5th"
2018-07-16,740501,"prize_5th"
2018-07-16,873543,"prize_5th"
2018-07-16,933168,"prize_5th"
2018-07-16,999363,"prize_5th"
2018-07-01,963623,"prize_1st"
2018-07-01,83,"prize_2digits"
2018-07-01,429,"prize_pre_3digit"
2018-07-01,901,"prize_pre_3digit"
2018-07-01,210,"prize_sub_3digits"
2018-07-01,217,"prize_sub_3digits"
2018-07-01,963622,"nearby_1st"
2018-07-01,963624,"nearby_1st"
2018-07-01,004337,"prize_2nd"
2018-07-01,089341,"prize_2nd"
2018-07-01,432445,"prize_2nd"
2018-07-01,444719,"prize_2nd"
2018-07-01,526243,"prize_2nd"
2018-07-01,100472,"prize_3rd"
2018-07-01,208087,"prize_3rd"
2018-07-01,291532,"prize_3rd"
2018-07-01,487994,"prize_3rd"
2018-07-01,518746,"prize_3rd"
2018-07-01,750864,"prize_3rd"
2018-07-01,783943,"prize_3rd"
2018-07-01,811554,"prize_3rd"
2018-07-01,868692,"prize_3rd"
2018-07-01,913428,"prize_3rd"
2018-07-01,003187,"prize_4th"
2018-07-01,170559,"prize_4th"
2018-07-01,308872,"prize_4th"
2018-07-01,377013,"prize_4th"
2018-07-01,433278,"prize_4th"
2018-07-01,502132,"prize_4th"
2018-07-01,602146,"prize_4th"
2018-07-01,672943,"prize_4th"
2018-07-01,762358,"prize_4th"
2018-07-01,897908,"prize_4th"
2018-07-01,071791,"prize_4th"
2018-07-01,202972,"prize_4th"
2018-07-01,334312,"prize_4th"
2018-07-01,380006,"prize_4th"
2018-07-01,436254,"prize_4th"
2018-07-01,537788,"prize_4th"
2018-07-01,604860,"prize_4th"
2018-07-01,698391,"prize_4th"
2018-07-01,784926,"prize_4th"
2018-07-01,906326,"prize_4th"
2018-07-01,085532,"prize_4th"
2018-07-01,210140,"prize_4th"
2018-07-01,342335,"prize_4th"
2018-07-01,407284,"prize_4th"
2018-07-01,464556,"prize_4th"
2018-07-01,544275,"prize_4th"
2018-07-01,621304,"prize_4th"
2018-07-01,734254,"prize_4th"
2018-07-01,791663,"prize_4th"
2018-07-01,936658,"prize_4th"
2018-07-01,121603,"prize_4th"
2018-07-01,225026,"prize_4th"
2018-07-01,345757,"prize_4th"
2018-07-01,408253,"prize_4th"
2018-07-01,468064,"prize_4th"
2018-07-01,553884,"prize_4th"
2018-07-01,627834,"prize_4th"
2018-07-01,759801,"prize_4th"
2018-07-01,794981,"prize_4th"
2018-07-01,942145,"prize_4th"
2018-07-01,167229,"prize_4th"
2018-07-01,262402,"prize_4th"
2018-07-01,369050,"prize_4th"
2018-07-01,429395,"prize_4th"
2018-07-01,494094,"prize_4th"
2018-07-01,595660,"prize_4th"
2018-07-01,649014,"prize_4th"
2018-07-01,760471,"prize_4th"
2018-07-01,884312,"prize_4th"
2018-07-01,970506,"prize_4th"
2018-07-01,003581,"prize_5th"
2018-07-01,071411,"prize_5th"
2018-07-01,180321,"prize_5th"
2018-07-01,305128,"prize_5th"
2018-07-01,432343,"prize_5th"
2018-07-01,530846,"prize_5th"
2018-07-01,599891,"prize_5th"
2018-07-01,705576,"prize_5th"
2018-07-01,790894,"prize_5th"
2018-07-01,892646,"prize_5th"
2018-07-01,005756,"prize_5th"
2018-07-01,080213,"prize_5th"
2018-07-01,180580,"prize_5th"
2018-07-01,324742,"prize_5th"
2018-07-01,442795,"prize_5th"
2018-07-01,540774,"prize_5th"
2018-07-01,610783,"prize_5th"
2018-07-01,712058,"prize_5th"
2018-07-01,795896,"prize_5th"
2018-07-01,927654,"prize_5th"
2018-07-01,018186,"prize_5th"
2018-07-01,080548,"prize_5th"
2018-07-01,188643,"prize_5th"
2018-07-01,327851,"prize_5th"
2018-07-01,443040,"prize_5th"
2018-07-01,545279,"prize_5th"
2018-07-01,626502,"prize_5th"
2018-07-01,722198,"prize_5th"
2018-07-01,799577,"prize_5th"
2018-07-01,939145,"prize_5th"
2018-07-01,023552,"prize_5th"
2018-07-01,125613,"prize_5th"
2018-07-01,203839,"prize_5th"
2018-07-01,339218,"prize_5th"
2018-07-01,443958,"prize_5th"
2018-07-01,551639,"prize_5th"
2018-07-01,628375,"prize_5th"
2018-07-01,723718,"prize_5th"
2018-07-01,804863,"prize_5th"
2018-07-01,942694,"prize_5th"
2018-07-01,025816,"prize_5th"
2018-07-01,129794,"prize_5th"
2018-07-01,218255,"prize_5th"
2018-07-01,348886,"prize_5th"
2018-07-01,454079,"prize_5th"
2018-07-01,554498,"prize_5th"
2018-07-01,635476,"prize_5th"
2018-07-01,729904,"prize_5th"
2018-07-01,805704,"prize_5th"
2018-07-01,964925,"prize_5th"
2018-07-01,036107,"prize_5th"
2018-07-01,142962,"prize_5th"
2018-07-01,220173,"prize_5th"
2018-07-01,353949,"prize_5th"
2018-07-01,486238,"prize_5th"
2018-07-01,565196,"prize_5th"
2018-07-01,651313,"prize_5th"
2018-07-01,731401,"prize_5th"
2018-07-01,808012,"prize_5th"
2018-07-01,966927,"prize_5th"
2018-07-01,045031,"prize_5th"
2018-07-01,146302,"prize_5th"
2018-07-01,225697,"prize_5th"
2018-07-01,404357,"prize_5th"
2018-07-01,489910,"prize_5th"
2018-07-01,566630,"prize_5th"
2018-07-01,658661,"prize_5th"
2018-07-01,764302,"prize_5th"
2018-07-01,827045,"prize_5th"
2018-07-01,970060,"prize_5th"
2018-07-01,048651,"prize_5th"
2018-07-01,148664,"prize_5th"
2018-07-01,252321,"prize_5th"
2018-07-01,405706,"prize_5th"
2018-07-01,501288,"prize_5th"
2018-07-01,567049,"prize_5th"
2018-07-01,680994,"prize_5th"
2018-07-01,766582,"prize_5th"
2018-07-01,843853,"prize_5th"
2018-07-01,973247,"prize_5th"
2018-07-01,053952,"prize_5th"
2018-07-01,165184,"prize_5th"
2018-07-01,299428,"prize_5th"
2018-07-01,409282,"prize_5th"
2018-07-01,512931,"prize_5th"
2018-07-01,569614,"prize_5th"
2018-07-01,682432,"prize_5th"
2018-07-01,769190,"prize_5th"
2018-07-01,867468,"prize_5th"
2018-07-01,989605,"prize_5th"
2018-07-01,070399,"prize_5th"
2018-07-01,175370,"prize_5th"
2018-07-01,300021,"prize_5th"
2018-07-01,410767,"prize_5th"
2018-07-01,518157,"prize_5th"
2018-07-01,583524,"prize_5th"
2018-07-01,683655,"prize_5th"
2018-07-01,775176,"prize_5th"
2018-07-01,885355,"prize_5th"
2018-07-01,989648,"prize_5th"
2018-06-16,223131,"prize_1st"
2018-06-16,46,"prize_2digits"
2018-06-16,432,"prize_pre_3digit"
2018-06-16,507,"prize_pre_3digit"
2018-06-16,132,"prize_sub_3digits"
2018-06-16,868,"prize_sub_3digits"
2018-06-16,223130,"nearby_1st"
2018-06-16,223132,"nearby_1st"
2018-06-16,058710,"prize_2nd"
2018-06-16,376227,"prize_2nd"
2018-06-16,457165,"prize_2nd"
2018-06-16,472890,"prize_2nd"
2018-06-16,875944,"prize_2nd"
2018-06-16,100942,"prize_3rd"
2018-06-16,143387,"prize_3rd"
2018-06-16,260111,"prize_3rd"
2018-06-16,484636,"prize_3rd"
2018-06-16,496534,"prize_3rd"
2018-06-16,534970,"prize_3rd"
2018-06-16,688560,"prize_3rd"
2018-06-16,837270,"prize_3rd"
2018-06-16,861431,"prize_3rd"
2018-06-16,987433,"prize_3rd"
2018-06-16,033754,"prize_4th"
2018-06-16,064312,"prize_4th"
2018-06-16,071115,"prize_4th"
2018-06-16,095124,"prize_4th"
2018-06-16,137503,"prize_4th"
2018-06-16,165618,"prize_4th"
2018-06-16,171523,"prize_4th"
2018-06-16,186937,"prize_4th"
2018-06-16,228751,"prize_4th"
2018-06-16,231258,"prize_4th"
2018-06-16,232917,"prize_4th"
2018-06-16,264033,"prize_4th"
2018-06-16,268998,"prize_4th"
2018-06-16,319032,"prize_4th"
2018-06-16,327705,"prize_4th"
2018-06-16,368409,"prize_4th"
2018-06-16,404093,"prize_4th"
2018-06-16,405425,"prize_4th"
2018-06-16,412819,"prize_4th"
2018-06-16,413223,"prize_4th"
2018-06-16,414841,"prize_4th"
2018-06-16,423859,"prize_4th"
2018-06-16,427997,"prize_4th"
2018-06-16,431448,"prize_4th"
2018-06-16,435218,"prize_4th"
2018-06-16,464267,"prize_4th"
2018-06-16,481795,"prize_4th"
2018-06-16,495993,"prize_4th"
2018-06-16,516478,"prize_4th"
2018-06-16,521381,"prize_4th"
2018-06-16,529252,"prize_4th"
2018-06-16,531702,"prize_4th"
2018-06-16,552814,"prize_4th"
2018-06-16,566376,"prize_4th"
2018-06-16,566492,"prize_4th"
2018-06-16,590710,"prize_4th"
2018-06-16,615917,"prize_4th"
2018-06-16,637627,"prize_4th"
2018-06-16,710193,"prize_4th"
2018-06-16,748372,"prize_4th"
2018-06-16,798556,"prize_4th"
2018-06-16,802277,"prize_4th"
2018-06-16,832538,"prize_4th"
2018-06-16,841597,"prize_4th"
2018-06-16,863408,"prize_4th"
2018-06-16,883276,"prize_4th"
2018-06-16,924747,"prize_4th"
2018-06-16,950957,"prize_4th"
2018-06-16,953560,"prize_4th"
2018-06-16,965964,"prize_4th"
2018-06-16,004965,"prize_5th"
2018-06-16,014815,"prize_5th"
2018-06-16,023079,"prize_5th"
2018-06-16,038910,"prize_5th"
2018-06-16,043890,"prize_5th"
2018-06-16,044828,"prize_5th"
2018-06-16,049404,"prize_5th"
2018-06-16,056342,"prize_5th"
2018-06-16,073783,"prize_5th"
2018-06-16,074375,"prize_5th"
2018-06-16,075076,"prize_5th"
2018-06-16,088913,"prize_5th"
2018-06-16,101418,"prize_5th"
2018-06-16,112242,"prize_5th"
2018-06-16,123830,"prize_5th"
2018-06-16,134574,"prize_5th"
2018-06-16,153846,"prize_5th"
2018-06-16,181896,"prize_5th"
2018-06-16,182919,"prize_5th"
2018-06-16,210872,"prize_5th"
2018-06-16,214013,"prize_5th"
2018-06-16,250828,"prize_5th"
2018-06-16,283104,"prize_5th"
2018-06-16,283430,"prize_5th"
2018-06-16,296303,"prize_5th"
2018-06-16,305925,"prize_5th"
2018-06-16,306071,"prize_5th"
2018-06-16,311257,"prize_5th"
2018-06-16,320600,"prize_5th"
2018-06-16,325199,"prize_5th"
2018-06-16,336483,"prize_5th"
2018-06-16,364784,"prize_5th"
2018-06-16,375804,"prize_5th"
2018-06-16,392218,"prize_5th"
2018-06-16,405925,"prize_5th"
2018-06-16,406203,"prize_5th"
2018-06-16,412092,"prize_5th"
2018-06-16,419283,"prize_5th"
2018-06-16,422600,"prize_5th"
2018-06-16,435916,"prize_5th"
2018-06-16,454084,"prize_5th"
2018-06-16,457920,"prize_5th"
2018-06-16,459658,"prize_5th"
2018-06-16,462342,"prize_5th"
2018-06-16,469007,"prize_5th"
2018-06-16,469309,"prize_5th"
2018-06-16,475069,"prize_5th"
2018-06-16,482445,"prize_5th"
2018-06-16,491690,"prize_5th"
2018-06-16,502179,"prize_5th"
2018-06-16,511615,"prize_5th"
2018-06-16,513256,"prize_5th"
2018-06-16,516569,"prize_5th"
2018-06-16,565898,"prize_5th"
2018-06-16,571943,"prize_5th"
2018-06-16,579995,"prize_5th"
2018-06-16,594408,"prize_5th"
2018-06-16,594420,"prize_5th"
2018-06-16,596774,"prize_5th"
2018-06-16,613235,"prize_5th"
2018-06-16,628436,"prize_5th"
2018-06-16,660176,"prize_5th"
2018-06-16,664282,"prize_5th"
2018-06-16,665710,"prize_5th"
2018-06-16,678242,"prize_5th"
2018-06-16,680706,"prize_5th"
2018-06-16,681697,"prize_5th"
2018-06-16,708371,"prize_5th"
2018-06-16,714703,"prize_5th"
2018-06-16,723261,"prize_5th"
2018-06-16,728231,"prize_5th"
2018-06-16,739159,"prize_5th"
2018-06-16,739748,"prize_5th"
2018-06-16,749602,"prize_5th"
2018-06-16,756777,"prize_5th"
2018-06-16,762889,"prize_5th"
2018-06-16,766440,"prize_5th"
2018-06-16,795677,"prize_5th"
2018-06-16,813556,"prize_5th"
2018-06-16,821085,"prize_5th"
2018-06-16,824673,"prize_5th"
2018-06-16,829344,"prize_5th"
2018-06-16,860336,"prize_5th"
2018-06-16,864105,"prize_5th"
2018-06-16,878740,"prize_5th"
2018-06-16,881837,"prize_5th"
2018-06-16,885439,"prize_5th"
2018-06-16,888174,"prize_5th"
2018-06-16,906993,"prize_5th"
2018-06-16,907011,"prize_5th"
2018-06-16,908465,"prize_5th"
2018-06-16,911032,"prize_5th"
2018-06-16,912414,"prize_5th"
2018-06-16,915321,"prize_5th"
2018-06-16,916957,"prize_5th"
2018-06-16,917349,"prize_5th"
2018-06-16,917840,"prize_5th"
2018-06-16,930614,"prize_5th"
2018-06-16,976564,"prize_5th"
2018-06-16,978119,"prize_5th"
2018-06-01,988117,"prize_1st"
2018-06-01,95,"prize_2digits"
2018-06-01,310,"prize_pre_3digit"
2018-06-01,553,"prize_pre_3digit"
2018-06-01,248,"prize_sub_3digits"
2018-06-01,650,"prize_sub_3digits"
2018-06-01,988116,"nearby_1st"
2018-06-01,988118,"nearby_1st"
2018-06-01,331728,"prize_2nd"
2018-06-01,497522,"prize_2nd"
2018-06-01,550794,"prize_2nd"
2018-06-01,637992,"prize_2nd"
2018-06-01,694302,"prize_2nd"
2018-06-01,035084,"prize_3rd"
2018-06-01,073985,"prize_3rd"
2018-06-01,273002,"prize_3rd"
2018-06-01,352674,"prize_3rd"
2018-06-01,509924,"prize_3rd"
2018-06-01,605427,"prize_3rd"
2018-06-01,636516,"prize_3rd"
2018-06-01,764354,"prize_3rd"
2018-06-01,775783,"prize_3rd"
2018-06-01,902638,"prize_3rd"
2018-06-01,046009,"prize_4th"
2018-06-01,100426,"prize_4th"
2018-06-01,189402,"prize_4th"
2018-06-01,355419,"prize_4th"
2018-06-01,487859,"prize_4th"
2018-06-01,599644,"prize_4th"
2018-06-01,684780,"prize_4th"
2018-06-01,707107,"prize_4th"
2018-06-01,750731,"prize_4th"
2018-06-01,933319,"prize_4th"
2018-06-01,050953,"prize_4th"
2018-06-01,130839,"prize_4th"
2018-06-01,283149,"prize_4th"
2018-06-01,370718,"prize_4th"
2018-06-01,534180,"prize_4th"
2018-06-01,622409,"prize_4th"
2018-06-01,687847,"prize_4th"
2018-06-01,717383,"prize_4th"
2018-06-01,849175,"prize_4th"
2018-06-01,941821,"prize_4th"
2018-06-01,079090,"prize_4th"
2018-06-01,136086,"prize_4th"
2018-06-01,283572,"prize_4th"
2018-06-01,375189,"prize_4th"
2018-06-01,540143,"prize_4th"
2018-06-01,645047,"prize_4th"
2018-06-01,690235,"prize_4th"
2018-06-01,731859,"prize_4th"
2018-06-01,887879,"prize_4th"
2018-06-01,961138,"prize_4th"
2018-06-01,083147,"prize_4th"
2018-06-01,143786,"prize_4th"
2018-06-01,300994,"prize_4th"
2018-06-01,447861,"prize_4th"
2018-06-01,563881,"prize_4th"
2018-06-01,668248,"prize_4th"
2018-06-01,698186,"prize_4th"
2018-06-01,743815,"prize_4th"
2018-06-01,893855,"prize_4th"
2018-06-01,976163,"prize_4th"
2018-06-01,087450,"prize_4th"
2018-06-01,178267,"prize_4th"
2018-06-01,347539,"prize_4th"
2018-06-01,455343,"prize_4th"
2018-06-01,567864,"prize_4th"
2018-06-01,681835,"prize_4th"
2018-06-01,705347,"prize_4th"
2018-06-01,744710,"prize_4th"
2018-06-01,924502,"prize_4th"
2018-06-01,981815,"prize_4th"
2018-06-01,001358,"prize_5th"
2018-06-01,143217,"prize_5th"
2018-06-01,268260,"prize_5th"
2018-06-01,333278,"prize_5th"
2018-06-01,381930,"prize_5th"
2018-06-01,447916,"prize_5th"
2018-06-01,546958,"prize_5th"
2018-06-01,680320,"prize_5th"
2018-06-01,773764,"prize_5th"
2018-06-01,911378,"prize_5th"
2018-06-01,018847,"prize_5th"
2018-06-01,149094,"prize_5th"
2018-06-01,270223,"prize_5th"
2018-06-01,336119,"prize_5th"
2018-06-01,387069,"prize_5th"
2018-06-01,449030,"prize_5th"
2018-06-01,598838,"prize_5th"
2018-06-01,691695,"prize_5th"
2018-06-01,776296,"prize_5th"
2018-06-01,930503,"prize_5th"
2018-06-01,021344,"prize_5th"
2018-06-01,159751,"prize_5th"
2018-06-01,280915,"prize_5th"
2018-06-01,341410,"prize_5th"
2018-06-01,390403,"prize_5th"
2018-06-01,466934,"prize_5th"
2018-06-01,618311,"prize_5th"
2018-06-01,697474,"prize_5th"
2018-06-01,782236,"prize_5th"
2018-06-01,941312,"prize_5th"
2018-06-01,088169,"prize_5th"
2018-06-01,178992,"prize_5th"
2018-06-01,288611,"prize_5th"
2018-06-01,348560,"prize_5th"
2018-06-01,392254,"prize_5th"
2018-06-01,485716,"prize_5th"
2018-06-01,621551,"prize_5th"
2018-06-01,699173,"prize_5th"
2018-06-01,793145,"prize_5th"
2018-06-01,954902,"prize_5th"
2018-06-01,093911,"prize_5th"
2018-06-01,219397,"prize_5th"
2018-06-01,291041,"prize_5th"
2018-06-01,351429,"prize_5th"
2018-06-01,392769,"prize_5th"
2018-06-01,499474,"prize_5th"
2018-06-01,626540,"prize_5th"
2018-06-01,699359,"prize_5th"
2018-06-01,794651,"prize_5th"
2018-06-01,962634,"prize_5th"
2018-06-01,102070,"prize_5th"
2018-06-01,221612,"prize_5th"
2018-06-01,295588,"prize_5th"
2018-06-01,356049,"prize_5th"
2018-06-01,405971,"prize_5th"
2018-06-01,511601,"prize_5th"
2018-06-01,628733,"prize_5th"
2018-06-01,701314,"prize_5th"
2018-06-01,797821,"prize_5th"
2018-06-01,966442,"prize_5th"
2018-06-01,102528,"prize_5th"
2018-06-01,230705,"prize_5th"
2018-06-01,295722,"prize_5th"
2018-06-01,363158,"prize_5th"
2018-06-01,412051,"prize_5th"
2018-06-01,512428,"prize_5th"
2018-06-01,645514,"prize_5th"
2018-06-01,701714,"prize_5th"
2018-06-01,805183,"prize_5th"
2018-06-01,972141,"prize_5th"
2018-06-01,122266,"prize_5th"
2018-06-01,252832,"prize_5th"
2018-06-01,314056,"prize_5th"
2018-06-01,370784,"prize_5th"
2018-06-01,412309,"prize_5th"
2018-06-01,525481,"prize_5th"
2018-06-01,662513,"prize_5th"
2018-06-01,738888,"prize_5th"
2018-06-01,810378,"prize_5th"
2018-06-01,978722,"prize_5th"
2018-06-01,122339,"prize_5th"
2018-06-01,254476,"prize_5th"
2018-06-01,314271,"prize_5th"
2018-06-01,371974,"prize_5th"
2018-06-01,427652,"prize_5th"
2018-06-01,535177,"prize_5th"
2018-06-01,664638,"prize_5th"
2018-06-01,752900,"prize_5th"
2018-06-01,838245,"prize_5th"
2018-06-01,986181,"prize_5th"
2018-06-01,134170,"prize_5th"
2018-06-01,264811,"prize_5th"
2018-06-01,322764,"prize_5th"
2018-06-01,373917,"prize_5th"
2018-06-01,445566,"prize_5th"
2018-06-01,535869,"prize_5th"
2018-06-01,668827,"prize_5th"
2018-06-01,760042,"prize_5th"
2018-06-01,872008,"prize_5th"
2018-06-01,993865,"prize_5th"
2018-05-16,075629,"prize_1st"
2018-05-16,20,"prize_2digits"
2018-05-16,357,"prize_pre_3digit"
2018-05-16,130,"prize_pre_3digit"
2018-05-16,506,"prize_sub_3digits"
2018-05-16,047,"prize_sub_3digits"
2018-05-16,075628,"nearby_1st"
2018-05-16,075630,"nearby_1st"
2018-05-16,203990,"prize_2nd"
2018-05-16,230697,"prize_2nd"
2018-05-16,405298,"prize_2nd"
2018-05-16,522716,"prize_2nd"
2018-05-16,848061,"prize_2nd"
2018-05-16,007281,"prize_3rd"
2018-05-16,228983,"prize_3rd"
2018-05-16,258521,"prize_3rd"
2018-05-16,406294,"prize_3rd"
2018-05-16,491101,"prize_3rd"
2018-05-16,703747,"prize_3rd"
2018-05-16,733558,"prize_3rd"
2018-05-16,744144,"prize_3rd"
2018-05-16,764684,"prize_3rd"
2018-05-16,768131,"prize_3rd"
2018-05-16,001115,"prize_4th"
2018-05-16,026618,"prize_4th"
2018-05-16,028551,"prize_4th"
2018-05-16,028632,"prize_4th"
2018-05-16,076740,"prize_4th"
2018-05-16,085902,"prize_4th"
2018-05-16,096366,"prize_4th"
2018-05-16,106250,"prize_4th"
2018-05-16,114031,"prize_4th"
2018-05-16,135212,"prize_4th"
2018-05-16,180719,"prize_4th"
2018-05-16,205225,"prize_4th"
2018-05-16,213791,"prize_4th"
2018-05-16,225225,"prize_4th"
2018-05-16,249720,"prize_4th"
2018-05-16,256331,"prize_4th"
2018-05-16,297679,"prize_4th"
2018-05-16,306721,"prize_4th"
2018-05-16,330685,"prize_4th"
2018-05-16,348113,"prize_4th"
2018-05-16,353739,"prize_4th"
2018-05-16,386801,"prize_4th"
2018-05-16,402467,"prize_4th"
2018-05-16,410625,"prize_4th"
2018-05-16,427514,"prize_4th"
2018-05-16,469885,"prize_4th"
2018-05-16,484094,"prize_4th"
2018-05-16,500025,"prize_4th"
2018-05-16,519079,"prize_4th"
2018-05-16,568553,"prize_4th"
2018-05-16,584169,"prize_4th"
2018-05-16,628514,"prize_4th"
2018-05-16,653036,"prize_4th"
2018-05-16,667960,"prize_4th"
2018-05-16,709924,"prize_4th"
2018-05-16,772757,"prize_4th"
2018-05-16,776321,"prize_4th"
2018-05-16,783189,"prize_4th"
2018-05-16,789800,"prize_4th"
2018-05-16,808230,"prize_4th"
2018-05-16,813660,"prize_4th"
2018-05-16,836746,"prize_4th"
2018-05-16,849108,"prize_4th"
2018-05-16,855935,"prize_4th"
2018-05-16,881331,"prize_4th"
2018-05-16,885369,"prize_4th"
2018-05-16,934541,"prize_4th"
2018-05-16,945562,"prize_4th"
2018-05-16,966872,"prize_4th"
2018-05-16,992376,"prize_4th"
2018-05-16,011812,"prize_5th"
2018-05-16,015899,"prize_5th"
2018-05-16,022073,"prize_5th"
2018-05-16,023183,"prize_5th"
2018-05-16,033671,"prize_5th"
2018-05-16,038980,"prize_5th"
2018-05-16,054013,"prize_5th"
2018-05-16,080817,"prize_5th"
2018-05-16,084045,"prize_5th"
2018-05-16,096683,"prize_5th"
2018-05-16,107885,"prize_5th"
2018-05-16,113075,"prize_5th"
2018-05-16,115421,"prize_5th"
2018-05-16,130113,"prize_5th"
2018-05-16,130939,"prize_5th"
2018-05-16,135154,"prize_5th"
2018-05-16,144842,"prize_5th"
2018-05-16,144982,"prize_5th"
2018-05-16,154301,"prize_5th"
2018-05-16,163246,"prize_5th"
2018-05-16,163833,"prize_5th"
2018-05-16,164318,"prize_5th"
2018-05-16,168714,"prize_5th"
2018-05-16,169298,"prize_5th"
2018-05-16,174247,"prize_5th"
2018-05-16,178737,"prize_5th"
2018-05-16,186542,"prize_5th"
2018-05-16,205578,"prize_5th"
2018-05-16,220178,"prize_5th"
2018-05-16,238317,"prize_5th"
2018-05-16,245380,"prize_5th"
2018-05-16,251608,"prize_5th"
2018-05-16,259308,"prize_5th"
2018-05-16,266637,"prize_5th"
2018-05-16,270206,"prize_5th"
2018-05-16,283228,"prize_5th"
2018-05-16,293761,"prize_5th"
2018-05-16,297340,"prize_5th"
2018-05-16,306635,"prize_5th"
2018-05-16,324208,"prize_5th"
2018-05-16,331079,"prize_5th"
2018-05-16,346985,"prize_5th"
2018-05-16,352480,"prize_5th"
2018-05-16,361253,"prize_5th"
2018-05-16,362589,"prize_5th"
2018-05-16,375309,"prize_5th"
2018-05-16,380510,"prize_5th"
2018-05-16,389974,"prize_5th"
2018-05-16,401309,"prize_5th"
2018-05-16,406069,"prize_5th"
2018-05-16,426929,"prize_5th"
2018-05-16,430781,"prize_5th"
2018-05-16,458230,"prize_5th"
2018-05-16,465158,"prize_5th"
2018-05-16,475243,"prize_5th"
2018-05-16,508043,"prize_5th"
2018-05-16,510772,"prize_5th"
2018-05-16,511431,"prize_5th"
2018-05-16,524144,"prize_5th"
2018-05-16,547312,"prize_5th"
2018-05-16,562323,"prize_5th"
2018-05-16,567870,"prize_5th"
2018-05-16,575635,"prize_5th"
2018-05-16,585436,"prize_5th"
2018-05-16,589153,"prize_5th"
2018-05-16,590408,"prize_5th"
2018-05-16,591047,"prize_5th"
2018-05-16,597618,"prize_5th"
2018-05-16,605840,"prize_5th"
2018-05-16,609104,"prize_5th"
2018-05-16,610240,"prize_5th"
2018-05-16,631225,"prize_5th"
2018-05-16,638711,"prize_5th"
2018-05-16,640672,"prize_5th"
2018-05-16,649928,"prize_5th"
2018-05-16,659669,"prize_5th"
2018-05-16,661162,"prize_5th"
2018-05-16,667891,"prize_5th"
2018-05-16,676382,"prize_5th"
2018-05-16,680102,"prize_5th"
2018-05-16,697794,"prize_5th"
2018-05-16,713051,"prize_5th"
2018-05-16,719274,"prize_5th"
2018-05-16,756595,"prize_5th"
2018-05-16,778500,"prize_5th"
2018-05-16,811706,"prize_5th"
2018-05-16,836279,"prize_5th"
2018-05-16,840575,"prize_5th"
2018-05-16,844037,"prize_5th"
2018-05-16,887323,"prize_5th"
2018-05-16,893773,"prize_5th"
2018-05-16,902162,"prize_5th"
2018-05-16,918136,"prize_5th"
2018-05-16,933854,"prize_5th"
2018-05-16,947582,"prize_5th"
2018-05-16,951949,"prize_5th"
2018-05-16,966200,"prize_5th"
2018-05-16,971215,"prize_5th"
2018-05-16,974388,"prize_5th"
2018-05-16,981062,"prize_5th"
2018-05-02,248038,"prize_1st"
2018-05-02,85,"prize_2digits"
2018-05-02,527,"prize_pre_3digit"
2018-05-02,980,"prize_pre_3digit"
2018-05-02,225,"prize_sub_3digits"
2018-05-02,602,"prize_sub_3digits"
2018-05-02,248037,"nearby_1st"
2018-05-02,248039,"nearby_1st"
2018-05-02,185527,"prize_2nd"
2018-05-02,641391,"prize_2nd"
2018-05-02,841673,"prize_2nd"
2018-05-02,855399,"prize_2nd"
2018-05-02,921737,"prize_2nd"
2018-05-02,001362,"prize_3rd"
2018-05-02,097365,"prize_3rd"
2018-05-02,249340,"prize_3rd"
2018-05-02,304210,"prize_3rd"
2018-05-02,329279,"prize_3rd"
2018-05-02,528294,"prize_3rd"
2018-05-02,552438,"prize_3rd"
2018-05-02,772027,"prize_3rd"
2018-05-02,848383,"prize_3rd"
2018-05-02,932701,"prize_3rd"
2018-05-02,042063,"prize_4th"
2018-05-02,072753,"prize_4th"
2018-05-02,194424,"prize_4th"
2018-05-02,281278,"prize_4th"
2018-05-02,370042,"prize_4th"
2018-05-02,416581,"prize_4th"
2018-05-02,511639,"prize_4th"
2018-05-02,681187,"prize_4th"
2018-05-02,862294,"prize_4th"
